resolution_id,complaint_id,agent_id,resolution_date,resolution_type,notes
17092,11562,283,4/5/2024,Fixed,Patched dashboard
17093,42698,282,2/23/2025,Pending,
17094,40169,202,4/20/2024,Fixed,Optimized server
17095,22814,214,,Open,Work in progress
17096,13838,227,10/31/2023,Fixed,Patched dashboard
17097,42924,267,,Open,Work in progress
17098,46164,248,7/7/2024,Fixed,No resolution details provided
17099,1439,297,,Open,Work in progress
17100,12675,267,9/30/2023,Fixed,Fixed login issue
17101,14703,216,1/12/2025,Pending,Fixed export permissions
17102,27813,254,,Open,Waiting for engineering team
17103,35296,296,,Open,Patched dashboard
17104,50032,284,9/15/2024,Pending,Updated billing system
17105,26066,263,3/7/2025,Pending,Waiting for engineering team
17106,5663,243,3/13/2025,Pending,Patched dashboard
17107,7875,262,12/19/2023,Fixed,Improved load time
17108,44265,231,12/9/2024,Fixed,Optimized server
17109,16582,248,9/6/2023,Fixed,Waiting for engineering team
17110,28695,220,,Open,Restored notification delivery
17111,2404,202,11/13/2023,Fixed,Enabled CSV export
17112,42107,269,12/26/2024,Fixed,Fixed login issue
17113,16911,209,8/21/2023,Fixed,Processed refund
17114,721,252,2/3/2025,Fixed,Debugging app crash
17115,37284,214,,Open,Patched integration
17116,3588,250,,Open,Resolved export error
17117,37777,229,,Open,Fixed login issue
17118,5665,201,,Open,Refunded overcharge
17119,39073,206,8/5/2024,Fixed,No resolution details provided
17120,45843,250,,Open,Work in progress
17121,9585,280,12/9/2024,Fixed,Refunded overcharge
17122,21941,266,9/6/2024,Fixed,Debugging app crash
17123,16202,238,,Open,Work in progress
17124,9208,219,6/13/2025,Pending,
17125,23860,205,3/12/2025,Fixed,Resolved export error
17126,5631,207,5/7/2024,Fixed,Fixed export permissions
17127,7274,211,,Open,Debugging app crash
17128,38701,282,4/20/2024,Fixed,Processed refund
17129,43829,277,,Open,Patched dashboard
17130,15886,231,5/5/2025,Pending,Updated app version
17131,28503,231,9/26/2023,Pending,
17132,19227,252,5/15/2024,Fixed,Waiting for engineering team
17133,27371,244,,Open,Waiting for engineering team
17134,31127,279,,Fixed,Patched dashboard
17135,26714,221,4/22/2025,Pending,Fixed login issue
17136,16481,288,6/8/2025,Pending,Debugging app crash
17137,28132,254,11/9/2024,Fixed,No resolution details provided
17138,10871,211,11/16/2024,Pending,Fixed export permissions
17139,12501,241,1/14/2025,Pending,Investigating delay
17140,46978,277,3/29/2025,Fixed,Optimized server
17141,27603,261,,Open,Debugging app crash
17142,26712,214,8/28/2024,Fixed,No resolution details provided
17143,12052,257,,Open,Updated billing system
17144,14196,258,,Open,Improved load time
17145,9868,249,1/22/2024,Pending,Processed refund
17146,45098,232,,Open,Refunded overcharge
17147,22012,211,7/28/2023,Fixed,No resolution details provided
17148,9966,209,,Open,Refunded overcharge
17149,25779,214,,Open,Resolved export error
17150,38581,248,,Open,Optimized server
17151,10220,213,,Open,Work in progress
17152,37596,252,2/21/2024,Pending,Waiting for engineering team
17153,9680,211,9/21/2024,Fixed,Fixed sync issue
17154,41240,212,5/20/2024,Fixed,Updated billing system
17155,4017,283,,Open,Resolved export error
17156,23095,285,1/2/2024,Fixed,No resolution details provided
17157,46172,268,1/26/2024,Fixed,No resolution details provided
17158,26286,221,,Open,Work in progress
17159,19657,300,10/30/2023,Fixed,Fixed login issue
17160,47232,255,,Open,Work in progress
17161,11507,300,,Open,Optimized server
17162,48024,222,11/15/2024,Pending,Optimized server
17163,34666,253,7/7/2024,Fixed,Optimized server
17164,7618,293,1/12/2025,Fixed,Processed refund
17165,29568,212,,Open,Debugging app crash
17166,25254,294,,Open,Updated billing system
17167,8377,241,,Open,Work in progress
17168,22479,204,,Open,Work in progress
17169,11801,297,8/23/2023,Fixed,No resolution details provided
17170,16564,267,3/16/2025,Fixed,Debugging app crash
17171,42369,280,,Open,Work in progress
17172,16250,287,,Open,Debugging app crash
17173,16551,250,3/1/2024,Pending,Debugging app crash
17174,31443,267,2/3/2024,Pending,
17175,40928,206,12/25/2023,Fixed,Fixed sync issue
17176,40684,290,4/27/2025,Fixed,Fixed login issue
17177,13422,209,8/13/2024,Fixed,No resolution details provided
17178,44468,289,,Open,Fixed notification bug
17179,49035,262,10/5/2024,Fixed,Refunded overcharge
17180,1733,294,6/15/2025,Pending,Optimized server
17181,34256,212,7/16/2025,Fixed,No resolution details provided
17182,46592,215,1/2/2025,Fixed,Patched dashboard
17183,2732,252,1/22/2024,Fixed,Fixed export permissions
17184,22410,208,6/23/2025,Fixed,Updated biling system
17185,2398,203,10/6/2024,Fixed,No resolution details provided
17186,46039,265,8/22/2024,Fixed,Updated billing system
17187,34701,229,,Open,Updated app version
17188,40360,232,,Open,Optimized server
17189,40862,298,12/30/2025,Fixed,Refunded overcharge
17190,20965,293,,Pending,Fixed login issue
17191,49802,284,,Open,Updated billing system
17192,22010,273,,Open,Fixed export permissions
17193,35412,290,10/1/2023,Fixed,Processed refund
17194,7331,281,1/13/2025,Fixed,Improved load time
17195,11194,281,5/17/2024,Fixed,No resolution details provided
17196,34552,224,,Open,Updated app version
17197,4640,234,,Open,Optimized server
17198,16693,204,7/29/2023,Fixed,Processed refund
17199,8200,234,,Open,Updated billing system
17200,928,267,,Open,Patched dashboard
17201,10278,229,9/6/2023,Fixed,Updated billing system
17202,8754,221,7/6/2024,Pending,
17203,3075,229,5/3/2024,Pending,
17204,41957,290,3/3/2024,Pending,
17205,14001,263,9/8/2023,Fixed,No resolution details provided
17206,30945,204,3/11/2025,Fixed,Patched integration
17207,17310,258,,Open,Fixed sync issue
17208,26294,209,,Open,Work in progress
17209,2469,230,,Open,Fixed export permissions
17210,19711,220,1/17/2025,Fixed,Fixed notification bug
17211,16130,215,,Open,Patched integration
17212,25968,249,,Open,Work in progress
17213,3834,296,,Open,Improved load time
17214,33272,253,3/31/2025,Fixed,Improved load time
17215,22668,297,9/10/2024,Fixed,Optimized server
17216,22863,241,,Open,Patched dashboard
17217,44631,202,11/12/2023,Pending,Restored notification delivery
17218,48414,256,,Open,Work in progress
17219,49588,205,10/20/2024,Pending,Fixed export permissions
17220,16476,210,2/21/2024,Fixed,Updated billing system
17221,11043,214,3/19/2024,Fixed,Updated billing system
17222,9504,249,5/11/2024,Fixed,Patched dashboard
17223,15232,282,,Open,Processed refund
17224,37626,239,,Open,Work in progress
17225,41859,293,,Open,Optimized server
17226,16896,206,,Open,Work in progress
17227,29625,290,6/19/2025,Pending,
17228,3157,201,5/25/2025,Fixed,Debugging app crash
17229,44984,234,,Open,Restored notification delivery
17230,20725,300,5/25/2025,Pending,
17231,230,231,,Open,Restored notification delivery
17232,32997,261,3/11/2025,Pending,Processed refund
17233,25647,230,,Open,Refunded overcharge
17234,41307,259,4/26/2025,Fixed,Optimized server
17235,39342,233,,Open,Restored notification delivery
17236,35662,298,,Open,Improved load time
17237,49657,287,,Open,Investigating delay
17238,5868,226,2/6/2024,Fixed,Improved load time
17239,5334,272,1/4/2024,Fixed,Debugging app crash
17240,39407,233,,Open,Investigating delay
17241,9992,221,11/11/2024,Fixed,Patched dashboard
17242,8004,215,,Open,Updated app version
17243,12289,279,6/23/2024,Fixed,Updated billing system
17244,13650,245,12/20/2024,Pending,
17245,46926,281,,Open,Work in progress
17246,4929,297,,Open,Waiting for engineering team
17247,29651,226,6/23/2024,Fixed,No resolution details provided
17248,23316,211,9/18/2023,Fixed,Improved load time
17249,9804,284,6/11/2025,Fixed,Refunded overcharge
17250,24769,300,,Open,Refunded overcharge
17251,32774,248,8/6/2024,Pending,
17252,22535,255,12/14/2023,Fixed,No resolution details provided
17253,13951,207,,Open,Patched dashboard
17254,22749,232,,Open,Resolved export error
17255,11872,286,10/21/2024,Fixed,Updated app version
17256,25003,297,9/3/2023,Fixed,Patched dashboard
17257,30679,263,12/30/2023,Fixed,No resolution details provided
17258,24743,257,,Open,Waiting for engineering team
17259,40640,260,4/19/2024,Fixed,Patched integration
17260,4556,254,,Open,Restored notification delivery
17261,33798,205,,Open,Processed refund
17262,12793,281,8/3/2023,Fixed,Restored notification delivery
17263,19495,281,11/13/2023,Fixed,Debugging app crash
17264,8587,268,4/26/2025,Pending,
17265,15804,290,10/24/2023,Fixed,Refunded overcharge
17266,42009,242,7/6/2024,Pending,Processed refund
17267,2330,270,4/16/2024,Fixed,Refunded overcharge
17268,6844,251,5/26/2025,Pending,Investigating delay
17269,3483,298,4/17/2024,Fixed,Refunded overcharge
17270,21086,206,,Open,Work in progress
17271,45105,277,7/5/2024,Fixed,Processed refund
17272,46967,210,1/19/2025,Fixed,No resolution details provided
17273,13483,254,12/27/2024,Fixed,Optimized server
17274,48078,241,3/13/2025,Pending,Updated billing system
17275,4074,288,,Open,Fixed login issue
17276,48218,264,3/25/2024,Fixed,No resolution details provided
17277,5693,241,,Open,Work in progress
17278,40378,215,8/18/2024,Fixed,Processed refund
17279,6195,253,10/4/2024,Fixed,No resolution details provided
17280,41706,248,,Open,Work in progress
17281,6266,210,9/18/2024,Fixed,No resolution details provided
17282,46921,229,,Open,Improved load time
17283,8166,208,4/4/2024,Pending,Waiting for engineering team
17284,29294,294,1/6/2025,Fixed,Optimized server
17285,39543,221,,Open,Work in progress
17286,6573,228,,Open,Work in progress
17287,31261,215,,Open,Work in progress
17288,11114,256,10/29/2024,Pending,Refunded overcharge
17289,27222,239,,Open,Work in progress
17290,29230,230,5/19/2025,Fixed,Updated billing system
17291,15108,212,3/4/2024,Pending,Waiting for engineering team
17292,25288,253,,Open,Optimized server
17293,19939,234,9/17/2024,Fixed,Waiting for engineering team
17294,12260,255,9/12/2023,Fixed,No resolution details provided
17295,44874,299,,Fixed,Optimized server
17296,22106,291,3/8/2024,Pending,
17297,4015,211,,Open,Fixed login issue
17298,24590,214,,Open,Processed refund
17299,31291,286,10/2/2024,Fixed,No resolution details provided
17300,35062,246,8/9/2024,Fixed,Fixed login issue
17301,40923,258,,Open,Improved load time
17302,24917,252,2/15/2024,Fixed,Waiting for engineering team
17303,26934,223,8/8/2023,Fixed,Investigating delay
17304,6940,253,9/21/2024,Fixed,Waiting for engineering team
17305,37001,238,,Open,Fixed login issue
17306,32717,235,,Open,Work in progress
17307,2273,285,9/11/2023,Pending,Processed refund
17308,45018,240,4/28/2024,Fixed,Patched integration
17309,26025,257,4/24/2024,Fixed,No resolution details provided
17310,35793,220,8/22/2024,Fixed,Patched dashboard
17311,6471,251,,Open,Work in progress
17312,32484,204,5/5/2025,Fixed,Improved load time
17313,48943,277,,Open,Optimized server
17314,41189,298,,Open,Investigating delay
17315,47638,273,3/8/2025,Fixed,Resolved export error
17316,37926,258,,Open,Work in progress
17317,30973,294,,Open,Updated billing system
17318,43342,239,2/7/2025,Fixed,No resolution details provided
17319,5054,221,4/23/2024,Fixed,Investigating delay
17320,42388,248,,Open,Enabled CSV export
17321,14059,278,,Open,Updated app version
17322,10134,235,10/9/2023,Fixed,Improved load time
17323,8772,210,1/28/2025,Fixed,Fixed notification bug
17324,29731,240,11/10/2024,Fixed,No resolution details provided
17325,23701,267,,Open,Fixed export permissions
17326,15392,219,6/30/2025,Fixed,Resolved export error
17327,6027,210,10/4/2024,Fixed,No resolution details provided
17328,34664,227,12/20/2023,Fixed,No resolution details provided
17329,33662,241,12/24/2024,Fixed,Fixed sync issue
17330,47044,242,10/17/2024,Pending,
17331,16969,291,1/10/2025,Fixed,Waiting for engineering team
17332,29415,245,12/28/2023,Pending,Refunded overcharge
17333,9827,220,3/19/2024,Fixed,No resolution details provided
17334,34754,250,,Open,Fixed login issue
17335,9011,235,10/1/2024,Pending,Investigating delay
17336,32128,265,6/13/2025,Pending,Updated billing system
17337,28536,217,,Open,Investigating delay
17338,33392,292,4/16/2025,Fixed,Investigating delay
17339,12814,257,,Open,Fixed login issue
17340,38119,239,9/30/2024,Fixed,Patched integration
17341,27289,277,6/11/2025,Pending,Refunded overcharge
17342,21917,266,3/17/2025,Fixed,Debugging app crash
17343,3703,236,4/10/2024,Fixed,Fixed sync issue
17344,17655,248,10/7/2023,Fixed,Updated billing system
17345,34070,280,,Open,Processed refund
17346,42346,240,11/3/2023,Fixed,Updated billing system
17347,29023,249,11/9/2023,Pending,Processed refund
17348,40079,249,,Open,Work in progress
17349,21147,263,,Open,Patched integration
17350,23085,218,7/19/2025,Fixed,Updated app version
17351,50096,246,2/21/2024,Fixed,Refunded overcharge
17352,25677,232,9/7/2023,Fixed,Fixed notification bug
17353,2271,208,6/29/2025,Fixed,Fixed sync issue
17354,34836,211,,Open,Work in progress
17355,5298,232,,Open,Enabled CSV export
17356,272,218,6/24/2024,Fixed,Waiting for engineering team
17357,43307,221,9/29/2023,Fixed,Patched dashboard
17358,35280,211,,Open,Work in progress
17359,44410,262,12/8/2024,Pending,Patched dashboard
17360,46901,262,,Open,Work in progress
17361,47302,230,,Open,Work in progress
17362,19682,279,11/19/2024,Pending,
17363,12717,294,,Open,Improved load time
17364,44435,214,3/13/2024,Fixed,Optimized server
17365,39377,221,,Open,Work in progress
17366,29638,221,8/5/2024,Fixed,Improved load time
17367,33393,222,8/29/2024,Fixed,Restored notification delivery
17368,20333,254,,Open,Refunded overcharge
17369,41828,216,7/28/2024,Fixed,Updated billing system
17370,17964,244,,Open,Investigating delay
17371,34501,277,5/16/2025,Fixed,Refunded overcharge
17372,7299,273,2/1/2024,Fixed,Waiting for engineering team
17373,20272,280,10/7/2023,Fixed,Waiting for engineering team
17374,41776,247,,Open,Work in progress
17375,31973,277,11/20/2023,Pending,
17376,1277,225,4/7/2025,Fixed,Improved load time
17377,43207,254,,Open,Processed refund
17378,23401,293,10/30/2024,Pending,Waiting for engineering team
17379,37930,252,5/4/2024,Pending,Investigating delay
17380,7653,255,,Open,Fixed login issue
17381,17227,280,9/17/2024,Pending,
17382,24335,290,,Open,Work in progress
17383,25301,287,,Open,Fixed login issue
17384,29258,239,,Open,Debugging app crash
17385,9652,293,9/24/2024,Fixed,No resolution details provided
17386,469,208,1/18/2024,Fixed,No resolution details provided
17387,36836,224,9/26/2024,Fixed,Updated billing system
17388,22509,227,3/8/2025,Fixed,Updated billing system
17389,3225,210,,Open,Work in progress
17390,5291,204,,Open,Work in progress
17391,29093,260,,Open,Work in progress
17392,16186,268,,Fixed,Improved load time
17393,36408,246,7/20/2024,Fixed,Refunded overcharge
17394,46435,253,,Open,Work in progress
17395,4601,267,,Open,Processed refund
17396,25963,262,,Open,Patched integration
17397,17797,232,2/9/2025,Fixed,No resolution details provided
17398,25224,266,11/15/2024,Pending,
17399,30652,295,,Open,Restored notification delivery
17400,16760,248,,Open,Work in progress
17401,24774,295,11/12/2024,Fixed,No resolution details provided
17402,21315,272,,Open,Refunded overcharge
17403,29758,259,,Open,Waiting for engineering team
17404,34853,252,3/8/2025,Fixed,Fixed login issue
17405,43266,272,2/11/2024,Fixed,No resolution details provided
17406,5645,238,,Open,Debugging app crash
17407,39844,263,,Open,Fixed login issue
17408,22853,251,,Open,Fixed export permissions
17409,30659,266,4/22/2025,Fixed,Refunded overcharge
17410,23125,272,5/13/2024,Fixed,Waiting for engineering team
17411,5673,245,,Open,Patched dashboard
